(1, 901714, '2016-01-25', 'Credit Card', 1),
(2376, 212874, '2016-01-15', 'Credit Card', 2376),
(2377, 26291, '2016-01-12', 'Credit Card', 2377),
(2378, 599333, '2016-01-11', 'Credit Card', 2378),
(2379, 493865, '2016-01-23', 'Credit Card', 2379),
(2380, 86087, '2016-01-21', 'Credit Card', 2380),
(2381, 169612, '2016-01-10', 'Check', 2381),
(2382, 173717, '2016-01-13', 'Check', 2382),
(2383, 37796, '2016-01-15', 'Credit Card', 2383),
(2384, 740537, '2016-01-23', 'Check', 2384),
(2385, 845002, '2016-01-10', 'Cash', 2385),
(2386, 488283, '2016-01-12', 'Cash', 2386),
(2387, 176496, '2016-01-30', 'Check', 2387),
(2388, 700960, '2016-01-22', 'Check', 2388),
(2389, 344837, '2016-01-14', 'Credit Card', 2389),
(2390, 764407, '2016-01-17', 'Cash', 2390),
(2391, 859362, '2016-01-11', 'Cash', 2391),
(2392, 35004, '2016-01-30', 'Check', 2392),
(2393, 247351, '2016-01-27', 'Cash', 2393),
(2394, 764014, '2016-01-16', 'Credit Card', 2394),
(2395, 125326, '2016-01-11', 'Credit Card', 2395),
(2396, 620714, '2016-01-26', 'Check', 2396),
(2397, 142955, '2016-01-10', 'Cash', 2397),
(2398, 505334, '2016-01-25', 'Check', 2398),
(2399, 453723, '2016-01-29', 'Check', 2399),
(2400, 833524, '2016-01-23', 'Cash', 2400),
(2401, 774680, '2016-01-24', 'Check', 2401),
(2402, 195595, '2016-01-12', 'Credit Card', 2402),
(2403, 736260, '2016-01-17', 'Cash', 2403),
(2404, 728003, '2016-01-17', 'Check', 2404),
(2405, 519009, '2016-01-15', 'Credit Card', 2405),
(2406, 894848, '2016-01-14', 'Credit Card', 2406),
(2407, 403874, '2016-01-30', 'Credit Card', 2407),
(2408, 215679, '2016-01-10', 'Credit Card', 2408),
(2409, 221070, '2016-01-22', 'Credit Card', 2409),
(2410, 741299, '2016-01-19', 'Cash', 2410),
(2411, 848942, '2016-01-27', 'Cash', 2411),
(2412, 144097, '2016-01-26', 'Cash', 2412),
(2413, 941144, '2016-01-30', 'Check', 2413),
(2414, 727554, '2016-01-26', 'Credit Card', 2414),
(2415, 700140, '2016-01-24', 'Check', 2415),
(2416, 613949, '2016-01-27', 'Check', 2416),
(2417, 37765, '2016-01-14', 'Check', 2417),
(2418, 799004, '2016-01-14', 'Cash', 2418),
(2419, 194512, '2016-01-23', 'Credit Card', 2419),
(2420, 640605, '2016-01-10', 'Cash', 2420),
(2421, 836298, '2016-01-22', 'Cash', 2421),
(2422, 250207, '2016-01-25', 'Credit Card', 2422),
(2423, 408815, '2016-01-23', 'Cash', 2423),
(2424, 753635, '2016-01-12', 'Cash', 2424),
(2425, 410840, '2016-01-28', 'Cash', 2425),
(2426, 192597, '2016-01-18', 'Credit Card', 2426),
(2427, 500060, '2016-01-23', 'Cash', 2427),
(2428, 283077, '2016-01-16', 'Cash', 2428),
(2429, 801501, '2016-01-17', 'Cash', 2429),
(2430, 647080, '2016-01-22', 'Cash', 2430),
(2431, 963305, '2016-01-12', 'Cash', 2431),
(2432, 534053, '2016-01-17', 'Credit Card', 2432),
(2433, 338723, '2016-01-24', 'Cash', 2433),
(2434, 478187, '2016-01-16', 'Check', 2434),
(2435, 373258, '2016-01-10', 'Cash', 2435),
(2436, 542144, '2016-01-12', 'Cash', 2436),
(2437, 251138, '2016-01-29', 'Check', 2437),
(2438, 382331, '2016-01-26', 'Credit Card', 2438),
(2439, 394983, '2016-01-10', 'Check', 2439),
(2440, 650412, '2016-01-13', 'Cash', 2440),
(2441, 493665, '2016-01-27', 'Check', 2441),
(2442, 241391, '2016-01-15', 'Credit Card', 2442),
(2443, 128131, '2016-01-28', 'Check', 2443),
(2444, 865365, '2016-01-23', 'Credit Card', 2444),
(2445, 298035, '2016-01-15', 'Cash', 2445),
(2446, 74415, '2016-01-16', 'Cash', 2446),
(2447, 728503, '2016-01-16', 'Credit Card', 2447),
(2448, 773297, '2016-01-27', 'Credit Card', 2448),
(2449, 958767, '2016-01-21', 'Cash', 2449),
(2450, 154500, '2016-01-12', 'Check', 2450),
(2451, 290466, '2016-01-30', 'Check', 2451),
(2452, 490441, '2016-01-12', 'Check', 2452),
(2453, 123699, '2016-01-17', 'Cash', 2453),
(2454, 105080, '2016-01-15', 'Credit Card', 2454),
(2455, 523792, '2016-01-30', 'Cash', 2455),
(2456, 350156, '2016-01-27', 'Check', 2456),
(2457, 39662, '2016-01-17', 'Cash', 2457),
(2458, 139813, '2016-01-12', 'Cash', 2458),
(2459, 538812, '2016-01-10', 'Cash', 2459),
(2460, 797966, '2016-01-10', 'Check', 2460),
(2461, 90590, '2016-01-19', 'Cash', 2461),
(2462, 162976, '2016-01-19', 'Credit Card', 2462),
(2463, 234436, '2016-01-30', 'Check', 2463),
(2464, 400725, '2016-01-30', 'Cash', 2464),
(2465, 597452, '2016-01-29', 'Cash', 2465),
(2466, 932917, '2016-01-14', 'Cash', 2466),
(2467, 144568, '2016-01-15', 'Credit Card', 2467),
(2468, 759368, '2016-01-19', 'Credit Card', 2468),
(2469, 346750, '2016-01-21', 'Check', 2469),
(2470, 269433, '2016-01-19', 'Check', 2470),
(2471, 779704, '2016-01-22', 'Cash', 2471),
(2472, 965788, '2016-01-23', 'Cash', 2472),
(2473, 897004, '2016-01-14', 'Check', 2473),
(2474, 807213, '2016-01-23', 'Cash', 2474),
(2475, 232119, '2016-01-22', 'Check', 2475),
(2476, 63221, '2016-01-27', 'Check', 2476),
(2477, 750667, '2016-01-17', 'Cash', 2477),
(2478, 111433, '2016-01-13', 'Credit Card', 2478),
(2479, 724924, '2016-01-10', 'Credit Card', 2479),
(2480, 996194, '2016-01-11', 'Check', 2480),
(2481, 672205, '2016-01-26', 'Cash', 2481),
(2482, 248473, '2016-01-21', 'Cash', 2482),
(2483, 507513, '2016-01-20', 'Cash', 2483),
(2484, 990573, '2016-01-15', 'Credit Card', 2484),
(2485, 271700, '2016-01-13', 'Cash', 2485),
(2486, 684323, '2016-01-29', 'Check', 2486),
(2487, 682445, '2016-01-20', 'Check', 2487),
(2488, 786545, '2016-01-20', 'Check', 2488),
(2489, 887282, '2016-01-16', 'Check', 2489),
(2490, 885717, '2016-01-28', 'Credit Card', 2490),
(2491, 181637, '2016-01-12', 'Check', 2491),
(2492, 357470, '2016-01-12', 'Credit Card', 2492),
(2493, 208934, '2016-01-29', 'Check', 2493),
(2494, 614301, '2016-01-25', 'Credit Card', 2494),
(2495, 32907, '2016-01-12', 'Credit Card', 2495),
(2496, 375467, '2016-01-13', 'Check', 2496),
(2497, 670778, '2016-01-10', 'Check', 2497),
(2498, 82196, '2016-01-28', 'Cash', 2498),
(2499, 191384, '2016-01-19', 'Check', 2499),
(2500, 710327, '2016-01-20', 'Cash', 2500),
(2501, 968816, '2016-01-22', 'Cash', 2501),
(2502, 568226, '2016-01-16', 'Credit Card', 2502),
(2503, 24046, '2016-01-24', 'Cash', 2503),
(2504, 451880, '2016-01-19', 'Check', 2504),
(2505, 96303, '2016-01-16', 'Cash', 2505),
(2506, 657779, '2016-01-29', 'Cash', 2506),
(2507, 109783, '2016-01-24', 'Credit Card', 2507),
(2508, 907325, '2016-01-28', 'Credit Card', 2508),
(2509, 209407, '2016-01-29', 'Credit Card', 2509),
(2510, 695772, '2016-01-19', 'Check', 2510),
(2511, 821760, '2016-01-19', 'Check', 2511),
(2512, 674177, '2016-01-23', 'Credit Card', 2512),
(2513, 901637, '2016-01-18', 'Credit Card', 2513),
(2514, 21524, '2016-01-15', 'Check', 2514),
(2515, 213561, '2016-01-28', 'Check', 2515),
(2516, 716481, '2016-01-25', 'Check', 2516),
(2517, 406626, '2016-01-29', 'Cash', 2517),
(2518, 56488, '2016-01-28', 'Cash', 2518),
(2519, 135671, '2016-01-10', 'Cash', 2519),
(2520, 456734, '2016-01-28', 'Cash', 2520),
(2521, 455316, '2016-01-10', 'Cash', 2521),
(2522, 460724, '2016-01-14', 'Cash', 2522),
(2523, 614128, '2016-01-24', 'Check', 2523),
(2524, 848568, '2016-01-15', 'Credit Card', 2524),
(2525, 485315, '2016-01-23', 'Cash', 2525),
(2526, 301784, '2016-01-22', 'Check', 2526),
(2527, 298898, '2016-01-26', 'Check', 2527),
(2528, 595656, '2016-01-26', 'Cash', 2528),
(2529, 267275, '2016-01-16', 'Cash', 2529),
(2530, 410225, '2016-01-12', 'Credit Card', 2530),
(2531, 495444, '2016-01-25', 'Cash', 2531),
(2532, 880546, '2016-01-16', 'Cash', 2532),
(2533, 855495, '2016-01-11', 'Check', 2533),
(2534, 289393, '2016-01-24', 'Cash', 2534),
(2535, 239266, '2016-01-28', 'Credit Card', 2535),
(2536, 393177, '2016-01-17', 'Credit Card', 2536),
(2537, 97668, '2016-01-14', 'Check', 2537),
(2538, 33286, '2016-01-15', 'Check', 2538),
(2539, 749765, '2016-01-27', 'Cash', 2539),
(2540, 742661, '2016-01-23', 'Check', 2540),
(2541, 951647, '2016-01-16', 'Check', 2541),
(2542, 235341, '2016-01-29', 'Check', 2542),
(2543, 506701, '2016-01-24', 'Cash', 2543),
(2544, 37632, '2016-01-25', 'Credit Card', 2544),
(2545, 445459, '2016-01-21', 'Cash', 2545),
(2546, 242801, '2016-01-16', 'Cash', 2546),
(2547, 679726, '2016-01-14', 'Cash', 2547),
(2548, 799889, '2016-01-12', 'Check', 2548),
(2549, 300386, '2016-01-19', 'Credit Card', 2549),
(2550, 595974, '2016-01-18', 'Credit Card', 2550),
(2551, 268999, '2016-01-20', 'Cash', 2551),
(2552, 423409, '2016-01-22', 'Check', 2552),
(2553, 805887, '2016-01-17', 'Cash', 2553),
(2554, 279133, '2016-01-29', 'Cash', 2554),
(2555, 472743, '2016-01-20', 'Cash', 2555),
(2556, 755874, '2016-01-13', 'Cash', 2556),
(2557, 529371, '2016-01-22', 'Cash', 2557),
(2558, 920068, '2016-01-19', 'Credit Card', 2558),
(2559, 85735, '2016-01-28', 'Credit Card', 2559),
(2560, 762795, '2016-01-17', 'Cash', 2560),
(2561, 143406, '2016-01-28', 'Check', 2561),
(2562, 198389, '2016-01-10', 'Cash', 2562),
(2563, 611225, '2016-01-11', 'Cash', 2563),
(2564, 825042, '2016-01-11', 'Credit Card', 2564),
(2565, 37799, '2016-01-15', 'Cash', 2565),
(2566, 198569, '2016-01-12', 'Cash', 2566),
(2567, 757511, '2016-01-23', 'Credit Card', 2567),
(2568, 529138, '2016-01-10', 'Cash', 2568),
(2569, 334200, '2016-01-23', 'Check', 2569),
(2570, 22390, '2016-01-24', 'Check', 2570),
(2571, 519544, '2016-01-23', 'Cash', 2571),
(2572, 946032, '2016-01-20', 'Cash', 2572),
(2573, 26344, '2016-01-16', 'Credit Card', 2573),
(2574, 487009, '2016-01-18', 'Check', 2574),
(2575, 675280, '2016-01-26', 'Cash', 2575),
(2576, 638227, '2016-01-18', 'Check', 2576),
(2577, 709885, '2016-01-19', 'Credit Card', 2577),
(2578, 419153, '2016-01-23', 'Cash', 2578),
(2579, 976270, '2016-01-29', 'Check', 2579),
(2580, 987135, '2016-01-23', 'Check', 2580),
(2581, 241887, '2016-01-13', 'Cash', 2581),
(2582, 973114, '2016-01-23', 'Credit Card', 2582),
(2583, 281973, '2016-01-21', 'Credit Card', 2583),
(2584, 12318, '2016-01-23', 'Check', 2584),
(2585, 791476, '2016-01-11', 'Cash', 2585),
(2586, 130151, '2016-01-30', 'Cash', 2586),
(2587, 217624, '2016-01-20', 'Check', 2587),
(2588, 191879, '2016-01-25', 'Check', 2588),
(2589, 659890, '2016-01-25', 'Credit Card', 2589),
(2590, 599673, '2016-01-17', 'Check', 2590),
(2591, 726158, '2016-01-16', 'Cash', 2591),
(2592, 748702, '2016-01-27', 'Credit Card', 2592),
(2593, 830254, '2016-01-13', 'Cash', 2593),
(2594, 458163, '2016-01-10', 'Check', 2594),
(2595, 635640, '2016-01-23', 'Credit Card', 2595),
(2596, 300442, '2016-01-23', 'Check', 2596),
(2597, 824759, '2016-01-24', 'Check', 2597),
(2598, 870181, '2016-01-21', 'Credit Card', 2598),
(2599, 864945, '2016-01-24', 'Cash', 2599),
(2600, 712253, '2016-01-18', 'Credit Card', 2600),
(2601, 909600, '2016-01-21', 'Cash', 2601),
(2602, 646981, '2016-01-24', 'Cash', 2602),
(2603, 652006, '2016-01-15', 'Cash', 2603),
(2604, 200054, '2016-01-12', 'Cash', 2604),
(2605, 696065, '2016-01-15', 'Check', 2605),
(2606, 712314, '2016-01-21', 'Cash', 2606),
(2607, 980878, '2016-01-29', 'Cash', 2607),
(2608, 138847, '2016-01-16', 'Cash', 2608),
(2609, 599424, '2016-01-28', 'Cash', 2609),
(2610, 901778, '2016-01-14', 'Check', 2610),
(2611, 56058, '2016-01-21', 'Cash', 2611),
(2612, 895043, '2016-01-26', 'Check', 2612),
(2613, 165951, '2016-01-19', 'Check', 2613),
(2614, 271760, '2016-01-30', 'Check', 2614),
(2615, 45038, '2016-01-22', 'Cash', 2615),
(2616, 574078, '2016-01-28', 'Check', 2616),
(2617, 412278, '2016-01-19', 'Check', 2617),
(2618, 346419, '2016-01-19', 'Check', 2618),
(2619, 812921, '2016-01-18', 'Check', 2619),
(2620, 234696, '2016-01-13', 'Credit Card', 2620),
(2621, 600599, '2016-01-12', 'Cash', 2621),
(2622, 66459, '2016-01-26', 'Cash', 2622),
(2623, 336071, '2016-01-22', 'Cash', 2623),
(2624, 459184, '2016-01-24', 'Check', 2624),
(2625, 617752, '2016-01-21', 'Cash', 2625),
(2626, 231508, '2016-01-22', 'Check', 2626),
(2627, 445240, '2016-01-17', 'Credit Card', 2627),
(2628, 644605, '2016-01-20', 'Check', 2628),
(2629, 126090, '2016-01-15', 'Check', 2629),
(2630, 988780, '2016-01-16', 'Credit Card', 2630),
(2631, 802387, '2016-01-21', 'Check', 2631),
(2632, 833595, '2016-01-17', 'Check', 2632),
(2633, 149269, '2016-01-27', 'Check', 2633),
(2634, 184458, '2016-01-24', 'Check', 2634),
(2635, 89517, '2016-01-28', 'Check', 2635),
(2636, 884650, '2016-01-11', 'Check', 2636),
(2637, 366522, '2016-01-18', 'Credit Card', 2637),
(2638, 990678, '2016-01-24', 'Credit Card', 2638),
(2639, 402240, '2016-01-15', 'Cash', 2639),
(2640, 221020, '2016-01-10', 'Cash', 2640),
(2641, 564862, '2016-01-12', 'Credit Card', 2641),
(2642, 290375, '2016-01-11', 'Cash', 2642),
(2643, 75499, '2016-01-15', 'Cash', 2643),
(2644, 524285, '2016-01-19', 'Credit Card', 2644),
(2645, 19729, '2016-01-26', 'Cash', 2645),
(2646, 374374, '2016-01-16', 'Check', 2646),
(2647, 233923, '2016-01-10', 'Cash', 2647),
(2648, 583484, '2016-01-20', 'Check', 2648),
(2649, 471051, '2016-01-15', 'Cash', 2649),
(2650, 260037, '2016-01-29', 'Check', 2650),
(2651, 674611, '2016-01-17', 'Credit Card', 2651),
(2652, 533305, '2016-01-21', 'Credit Card', 2652),
(2653, 403459, '2016-01-17', 'Cash', 2653),
(2654, 138590, '2016-01-25', 'Check', 2654),
(2655, 445808, '2016-01-19', 'Credit Card', 2655),
(2656, 935224, '2016-01-14', 'Cash', 2656),
(2657, 716406, '2016-01-19', 'Cash', 2657),
(2658, 58771, '2016-01-29', 'Cash', 2658),
(2659, 170904, '2016-01-28', 'Cash', 2659),
(2660, 463739, '2016-01-23', 'Cash', 2660),
(2661, 832360, '2016-01-10', 'Credit Card', 2661),
(2662, 847884, '2016-01-12', 'Check', 2662),
(2663, 43449, '2016-01-19', 'Credit Card', 2663),
(2664, 995879, '2016-01-16', 'Cash', 2664),
(2665, 318913, '2016-01-17', 'Credit Card', 2665),
(2666, 677505, '2016-01-29', 'Credit Card', 2666),
(2667, 475499, '2016-01-25', 'Credit Card', 2667),
(2668, 866042, '2016-01-20', 'Check', 2668),
(2669, 543619, '2016-01-15', 'Cash', 2669),
(2670, 830120, '2016-01-10', 'Check', 2670),
(2671, 38479, '2016-01-27', 'Check', 2671),
(2672, 879854, '2016-01-18', 'Check', 2672),
(2673, 958736, '2016-01-30', 'Credit Card', 2673),
(2674, 14793, '2016-01-26', 'Cash', 2674),
(2675, 62994, '2016-01-26', 'Credit Card', 2675),
(2676, 30258, '2016-01-29', 'Credit Card', 2676),
(2677, 376618, '2016-01-21', 'Check', 2677),
(2678, 674613, '2016-01-30', 'Cash', 2678),
(2679, 731528, '2016-01-26', 'Credit Card', 2679),
(2680, 886311, '2016-01-18', 'Credit Card', 2680),
(2681, 495476, '2016-01-26', 'Check', 2681),
(2682, 866092, '2016-01-22', 'Cash', 2682),
(2683, 785824, '2016-01-14', 'Cash', 2683),
(2684, 130298, '2016-01-24', 'Credit Card', 2684),
(2685, 629451, '2016-01-18', 'Check', 2685),
(2686, 460992, '2016-01-27', 'Cash', 2686),
(2687, 998891, '2016-01-13', 'Cash', 2687),
(2688, 751663, '2016-01-10', 'Check', 2688),
(2689, 766528, '2016-01-17', 'Credit Card', 2689),
(2690, 744090, '2016-01-13', 'Check', 2690),
(2691, 920043, '2016-01-20', 'Check', 2691),
(2692, 477019, '2016-01-12', 'Credit Card', 2692),
(2693, 672652, '2016-01-22', 'Check', 2693),
(2694, 156314, '2016-01-24', 'Cash', 2694),
(2695, 770166, '2016-01-23', 'Credit Card', 2695),
(2696, 944019, '2016-01-24', 'Credit Card', 2696),
(2697, 720647, '2016-01-15', 'Cash', 2697),
(2698, 821366, '2016-01-25', 'Credit Card', 2698),
(2699, 503496, '2016-01-16', 'Credit Card', 2699),
(2700, 383251, '2016-01-27', 'Credit Card', 2700),
(2701, 207989, '2016-01-20', 'Check', 2701),
(2702, 995468, '2016-01-29', 'Check', 2702),
(2703, 211589, '2016-01-23', 'Cash', 2703),
(2704, 906466, '2016-01-16', 'Check', 2704),
(2705, 638315, '2016-01-10', 'Cash', 2705),
(2706, 254182, '2016-01-11', 'Credit Card', 2706),
(2707, 724885, '2016-01-29', 'Credit Card', 2707),
(2708, 731448, '2016-01-21', 'Credit Card', 2708),
(2709, 327681, '2016-01-23', 'Credit Card', 2709),
(2710, 957421, '2016-01-23', 'Credit Card', 2710),
(2711, 267307, '2016-01-11', 'Cash', 2711),
(2712, 293625, '2016-01-30', 'Credit Card', 2712),
(2713, 868004, '2016-01-19', 'Credit Card', 2713),
(2714, 803681, '2016-01-21', 'Cash', 2714),
(2715, 159665, '2016-01-22', 'Cash', 2715),
(2716, 512120, '2016-01-29', 'Credit Card', 2716),
(2717, 796871, '2016-01-16', 'Cash', 2717),
(2718, 467324, '2016-01-12', 'Cash', 2718),
(2719, 548289, '2016-01-25', 'Credit Card', 2719),
(2720, 583377, '2016-01-28', 'Check', 2720),
(2721, 534964, '2016-01-19', 'Credit Card', 2721),
(2722, 388291, '2016-01-18', 'Cash', 2722),
(2723, 796291, '2016-01-23', 'Cash', 2723),
(2724, 688709, '2016-01-18', 'Cash', 2724),
(2725, 129732, '2016-01-16', 'Check', 2725),
(2726, 52031, '2016-01-26', 'Check', 2726),
(2727, 706131, '2016-01-20', 'Cash', 2727),
(2728, 733183, '2016-01-11', 'Check', 2728),
(2729, 936601, '2016-01-18', 'Cash', 2729),
(2730, 978621, '2016-01-22', 'Cash', 2730),
(2731, 413753, '2016-01-20', 'Credit Card', 2731),
(2732, 272084, '2016-01-30', 'Check', 2732),
(2733, 327037, '2016-01-12', 'Check', 2733),
(2734, 634073, '2016-01-23', 'Cash', 2734),
(2735, 786456, '2016-01-15', 'Check', 2735),
(2736, 597912, '2016-01-17', 'Credit Card', 2736),
(2737, 766077, '2016-01-18', 'Cash', 2737),
(2738, 63644, '2016-01-30', 'Cash', 2738),
(2739, 588901, '2016-01-24', 'Credit Card', 2739),
(2740, 425302, '2016-01-15', 'Credit Card', 2740),
(2741, 570555, '2016-01-29', 'Cash', 2741),
(2742, 566613, '2016-01-17', 'Credit Card', 2742),
(2743, 264154, '2016-01-17', 'Credit Card', 2743),
(2744, 333586, '2016-01-11', 'Check', 2744),
(2745, 253215, '2016-01-11', 'Credit Card', 2745),
(2746, 504435, '2016-01-15', 'Check', 2746),
(2747, 459534, '2016-01-21', 'Credit Card', 2747),
(2748, 986815, '2016-01-24', 'Credit Card', 2748),
(2749, 57117, '2016-01-20', 'Credit Card', 2749),
(2750, 589432, '2016-01-21', 'Check', 2750),
(2751, 660180, '2016-01-20', 'Cash', 2751),
(2752, 98961, '2016-01-23', 'Credit Card', 2752),
(2753, 869321, '2016-01-13', 'Check', 2753),
(2754, 579288, '2016-01-26', 'Check', 2754),
(2755, 76710, '2016-01-20', 'Credit Card', 2755),
(2756, 777781, '2016-01-17', 'Check', 2756),
(2757, 702716, '2016-01-19', 'Credit Card', 2757),
(2758, 413476, '2016-01-26', 'Credit Card', 2758),
(2759, 57135, '2016-01-13', 'Check', 2759),
(2760, 654351, '2016-01-24', 'Check', 2760),
(2761, 360017, '2016-01-16', 'Check', 2761),
(2762, 521462, '2016-01-10', 'Check', 2762),
(2763, 797280, '2016-01-23', 'Cash', 2763),
(2764, 436633, '2016-01-28', 'Cash', 2764),
(2765, 694481, '2016-01-23', 'Credit Card', 2765),
(2766, 589021, '2016-01-14', 'Credit Card', 2766),
(2767, 748363, '2016-01-20', 'Check', 2767),
(2768, 754623, '2016-01-17', 'Check', 2768),
(2769, 937691, '2016-01-18', 'Credit Card', 2769),
(2770, 718381, '2016-01-25', 'Check', 2770),
(2771, 315108, '2016-01-13', 'Cash', 2771),
(2772, 831593, '2016-01-20', 'Check', 2772),
(2773, 805875, '2016-01-16', 'Credit Card', 2773),
(2774, 789965, '2016-01-15', 'Check', 2774),
(2775, 22787, '2016-01-23', 'Cash', 2775),
(2776, 350759, '2016-01-15', 'Credit Card', 2776),
(2777, 202668, '2016-01-12', 'Credit Card', 2777),
(2778, 648548, '2016-01-15', 'Cash', 2778),
(2779, 966949, '2016-01-13', 'Check', 2779),
(2780, 249272, '2016-01-25', 'Cash', 2780),
(2781, 97985, '2016-01-13', 'Cash', 2781),
(2782, 744319, '2016-01-17', 'Cash', 2782),
(2783, 665207, '2016-01-27', 'Credit Card', 2783),
(2784, 51913, '2016-01-24', 'Credit Card', 2784),
(2785, 939698, '2016-01-15', 'Cash', 2785),
(2786, 949985, '2016-01-22', 'Cash', 2786),
(2787, 696478, '2016-01-22', 'Cash', 2787),
(2788, 735030, '2016-01-14', 'Credit Card', 2788),
(2789, 447235, '2016-01-24', 'Credit Card', 2789),
(2790, 388408, '2016-01-10', 'Cash', 2790),
(2791, 779295, '2016-01-25', 'Check', 2791),
(2792, 417372, '2016-01-22', 'Check', 2792),
(2793, 943858, '2016-01-29', 'Credit Card', 2793),
(2794, 371464, '2016-01-19', 'Credit Card', 2794),
(2795, 657434, '2016-01-10', 'Check', 2795),
(2796, 548268, '2016-01-28', 'Check', 2796),
(2797, 977389, '2016-01-21', 'Credit Card', 2797),
(2798, 29846, '2016-01-23', 'Check', 2798),
(2799, 998005, '2016-01-13', 'Check', 2799),
(2800, 935333, '2016-01-18', 'Check', 2800),
(2801, 507491, '2016-01-27', 'Credit Card', 2801),
(2802, 395348, '2016-01-18', 'Credit Card', 2802),
(2803, 324349, '2016-01-21', 'Credit Card', 2803),
(2804, 433297, '2016-01-24', 'Check', 2804),
(2805, 351184, '2016-01-17', 'Credit Card', 2805),
(2806, 561801, '2016-01-14', 'Check', 2806),
(2807, 73633, '2016-01-29', 'Credit Card', 2807),
(2808, 772914, '2016-01-12', 'Cash', 2808),
(2809, 107256, '2016-01-26', 'Credit Card', 2809),
(2810, 868301, '2016-01-14', 'Check', 2810),
(2811, 726868, '2016-01-29', 'Check', 2811),
(2812, 173965, '2016-01-10', 'Cash', 2812),
(2813, 374456, '2016-01-29', 'Credit Card', 2813),
(2814, 58604, '2016-01-28', 'Cash', 2814),
(2815, 577242, '2016-01-17', 'Cash', 2815),
(2816, 659312, '2016-01-20', 'Check', 2816),
(2817, 677909, '2016-01-10', 'Credit Card', 2817),
(2818, 913677, '2016-01-10', 'Check', 2818),
(2819, 41096, '2016-01-14', 'Check', 2819),
(2820, 757700, '2016-01-10', 'Cash', 2820),
(2821, 653101, '2016-01-30', 'Credit Card', 2821),
(2822, 160238, '2016-01-26', 'Cash', 2822),
(2823, 154693, '2016-01-10', 'Cash', 2823),
(2824, 561519, '2016-01-19', 'Credit Card', 2824),
(2825, 296910, '2016-01-12', 'Cash', 2825),
(2826, 836868, '2016-01-11', 'Cash', 2826),
(2827, 668982, '2016-01-18', 'Check', 2827),
(2828, 992131, '2016-01-26', 'Cash', 2828),
(2829, 30728, '2016-01-17', 'Credit Card', 2829),
(2830, 260744, '2016-01-15', 'Check', 2830),
(2831, 463995, '2016-01-20', 'Cash', 2831),
(2832, 929513, '2016-01-27', 'Cash', 2832),
(2833, 161458, '2016-01-30', 'Check', 2833),
(2834, 982404, '2016-01-18', 'Check', 2834),
(2835, 654202, '2016-01-15', 'Cash', 2835),
(2836, 434952, '2016-01-17', 'Check', 2836),
(2837, 982354, '2016-01-19', 'Cash', 2837),
(2838, 333081, '2016-01-23', 'Check', 2838),
(2839, 826212, '2016-01-10', 'Credit Card', 2839),
(2840, 685341, '2016-01-16', 'Cash', 2840),
(2841, 317059, '2016-01-13', 'Credit Card', 2841),
(2842, 679084, '2016-01-13', 'Cash', 2842),
(2843, 940515, '2016-01-25', 'Credit Card', 2843),
(2844, 945200, '2016-01-25', 'Credit Card', 2844),
(2845, 516989, '2016-01-26', 'Cash', 2845),
(2846, 800487, '2016-01-21', 'Credit Card', 2846),
(2847, 299643, '2016-01-15', 'Credit Card', 2847),
(2848, 228003, '2016-01-14', 'Credit Card', 2848),
(2849, 494221, '2016-01-21', 'Cash', 2849),
(2850, 656947, '2016-01-27', 'Credit Card', 2850),
(2851, 826076, '2016-01-21', 'Credit Card', 2851),
(2852, 401595, '2016-01-10', 'Cash', 2852),
(2853, 889471, '2016-01-13', 'Check', 2853),
(2854, 981872, '2016-01-15', 'Check', 2854),
(2855, 454509, '2016-01-13', 'Check', 2855),
(2856, 153546, '2016-01-11', 'Cash', 2856),
(2857, 867386, '2016-01-10', 'Cash', 2857),
(2858, 687350, '2016-01-20', 'Cash', 2858),
(2859, 744681, '2016-01-15', 'Cash', 2859),
(2860, 101127, '2016-01-28', 'Cash', 2860),
(2861, 409397, '2016-01-17', 'Credit Card', 2861),
(2862, 856283, '2016-01-18', 'Check', 2862),
(2863, 382876, '2016-01-18', 'Cash', 2863),
(2864, 497299, '2016-01-10', 'Cash', 2864),
(2865, 767697, '2016-01-20', 'Check', 2865),
(2866, 284959, '2016-01-24', 'Check', 2866),
(2867, 72418, '2016-01-20', 'Cash', 2867),
(2868, 78536, '2016-01-30', 'Credit Card', 2868),
(2869, 122497, '2016-01-22', 'Credit Card', 2869),
(2870, 248989, '2016-01-30', 'Credit Card', 2870),
(2871, 476024, '2016-01-22', 'Credit Card', 2871),
(2872, 602650, '2016-01-14', 'Credit Card', 2872),
(2873, 558697, '2016-01-13', 'Check', 2873),
(2874, 657928, '2016-01-29', 'Credit Card', 2874),
(2875, 675696, '2016-01-17', 'Check', 2875),
(2876, 394859, '2016-01-19', 'Cash', 2876),
(2877, 17310, '2016-01-16', 'Cash', 2877),
(2878, 679210, '2016-01-17', 'Cash', 2878),
(2879, 69014, '2016-01-24', 'Credit Card', 2879),
(2880, 958274, '2016-01-27', 'Check', 2880),
(2881, 251571, '2016-01-25', 'Credit Card', 2881),
(2882, 400071, '2016-01-21', 'Credit Card', 2882),
(2883, 434145, '2016-01-20', 'Credit Card', 2883),
(2884, 950706, '2016-01-24', 'Credit Card', 2884),
(2885, 237519, '2016-01-25', 'Check', 2885),
(2886, 507044, '2016-01-11', 'Check', 2886),
